Attaching to elk_filebeat_1, elk_metricbeat_1, elk_logstash_1, elk_kibana_1, elk_elasticsearch_1
[33mmetricbeat_1     |[0m 2019-06-11T06:16:52.458Z	INFO	instance/beat.go:571	Home path: [/usr/share/metricbeat] Config path: [/usr/share/metricbeat] Data path: [/usr/share/metricbeat/data] Logs path: [/usr/share/metricbeat/logs]
[36mfilebeat_1       |[0m 2019-06-11T06:16:52.403Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595875-2049 Finished:false Fileinfo:0xc000296b60 Source:/var/lib/docker/containers/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a-json.log Offset:0 Timestamp:2019-06-11 06:16:52.371450011 +0000 UTC m=+0.120784492 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595875-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:16:52.408Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595845-2049 Finished:false Fileinfo:0xc0002969c0 Source:/var/lib/docker/containers/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47-json.log Offset:0 Timestamp:2019-06-11 06:16:52.368460548 +0000 UTC m=+0.117795027 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595845-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:16:52.411Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595875-2049 Finished:false Fileinfo:0xc000296b60 Source:/var/lib/docker/containers/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a-json.log Offset:0 Timestamp:2019-06-11 06:16:52.371450011 +0000 UTC m=+0.120784492 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595875-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:16:52.413Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595845-2049 Finished:false Fileinfo:0xc0002969c0 Source:/var/lib/docker/containers/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47-json.log Offset:0 Timestamp:2019-06-11 06:16:52.368460548 +0000 UTC m=+0.117795027 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595845-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:16:52.414Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595840-2049 Finished:false Fileinfo:0xc000296820 Source:/var/lib/docker/containers/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3-json.log Offset:0 Timestamp:2019-06-11 06:16:52.360843299 +0000 UTC m=+0.110177777 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595840-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:16:52.417Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595845-2049 Finished:false Fileinfo:0xc0002969c0 Source:/var/lib/docker/containers/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47-json.log Offset:0 Timestamp:2019-06-11 06:16:52.368460548 +0000 UTC m=+0.117795027 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595845-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:16:52.428Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595840-2049 Finished:false Fileinfo:0xc000296820 Source:/var/lib/docker/containers/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3-json.log Offset:0 Timestamp:2019-06-11 06:16:52.360843299 +0000 UTC m=+0.110177777 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595840-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:16:52.430Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595801-2049 Finished:false Fileinfo:0xc000296680 Source:/var/lib/docker/containers/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af-json.log Offset:0 Timestamp:2019-06-11 06:16:52.402229146 +0000 UTC m=+0.151563623 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595801-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:16:52.431Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595875-2049 Finished:false Fileinfo:0xc000296b60 Source:/var/lib/docker/containers/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a-json.log Offset:0 Timestamp:2019-06-11 06:16:52.371450011 +0000 UTC m=+0.120784492 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595875-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:16:52.433Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595875-2049 Finished:false Fileinfo:0xc000296b60 Source:/var/lib/docker/containers/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a-json.log Offset:0 Timestamp:2019-06-11 06:16:52.371450011 +0000 UTC m=+0.120784492 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595875-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:16:52.436Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595845-2049 Finished:false Fileinfo:0xc0002969c0 Source:/var/lib/docker/containers/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47-json.log Offset:0 Timestamp:2019-06-11 06:16:52.368460548 +0000 UTC m=+0.117795027 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595845-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:16:52.440Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595840-2049 Finished:false Fileinfo:0xc000296820 Source:/var/lib/docker/containers/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3-json.log Offset:0 Timestamp:2019-06-11 06:16:52.360843299 +0000 UTC m=+0.110177777 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595840-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:16:52.444Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595801-2049 Finished:false Fileinfo:0xc000296680 Source:/var/lib/docker/containers/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af-json.log Offset:0 Timestamp:2019-06-11 06:16:52.402229146 +0000 UTC m=+0.151563623 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595801-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:16:52.448Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595875-2049 Finished:false Fileinfo:0xc000296b60 Source:/var/lib/docker/containers/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a-json.log Offset:0 Timestamp:2019-06-11 06:16:52.371450011 +0000 UTC m=+0.120784492 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595875-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:16:52.451Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595845-2049 Finished:false Fileinfo:0xc0002969c0 Source:/var/lib/docker/containers/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47-json.log Offset:0 Timestamp:2019-06-11 06:16:52.368460548 +0000 UTC m=+0.117795027 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595845-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:16:52.455Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595840-2049 Finished:false Fileinfo:0xc000296820 Source:/var/lib/docker/containers/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3-json.log Offset:0 Timestamp:2019-06-11 06:16:52.360843299 +0000 UTC m=+0.110177777 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595840-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:16:52.456Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595801-2049 Finished:false Fileinfo:0xc000296680 Source:/var/lib/docker/containers/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af-json.log Offset:0 Timestamp:2019-06-11 06:16:52.402229146 +0000 UTC m=+0.151563623 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595801-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:16:52.457Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595845-2049 Finished:false Fileinfo:0xc0002969c0 Source:/var/lib/docker/containers/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47-json.log Offset:0 Timestamp:2019-06-11 06:16:52.368460548 +0000 UTC m=+0.117795027 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595845-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:16:52.458Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595840-2049 Finished:false Fileinfo:0xc000296820 Source:/var/lib/docker/containers/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3-json.log Offset:0 Timestamp:2019-06-11 06:16:52.360843299 +0000 UTC m=+0.110177777 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595840-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:16:52.459Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595801-2049 Finished:false Fileinfo:0xc000296680 Source:/var/lib/docker/containers/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af-json.log Offset:0 Timestamp:2019-06-11 06:16:52.402229146 +0000 UTC m=+0.151563623 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595801-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:16:52.460Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595875-2049 Finished:false Fileinfo:0xc000296b60 Source:/var/lib/docker/containers/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a-json.log Offset:0 Timestamp:2019-06-11 06:16:52.371450011 +0000 UTC m=+0.120784492 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595875-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:16:55.317Z	INFO	add_cloud_metadata/add_cloud_metadata.go:346	add_cloud_metadata: hosting provider type not detected.
[36mfilebeat_1       |[0m 2019-06-11T06:16:56.318Z	INFO	pipeline/output.go:95	Connecting to backoff(elasticsearch(http://elasticsearch:9200))
[36mfilebeat_1       |[0m 2019-06-11T06:16:57.622Z	ERROR	pipeline/output.go:100	Failed to connect to backoff(elasticsearch(http://elasticsearch:9200)): Get http://elasticsearch:9200: dial tcp 172.18.0.2:9200: connect: connection refused
[36mfilebeat_1       |[0m 2019-06-11T06:16:57.622Z	INFO	pipeline/output.go:93	Attempting to reconnect to backoff(elasticsearch(http://elasticsearch:9200)) with 1 reconnect attempt(s)
[36mfilebeat_1       |[0m 2019-06-11T06:17:01.250Z	ERROR	pipeline/output.go:100	Failed to connect to backoff(elasticsearch(http://elasticsearch:9200)): Get http://elasticsearch:9200: dial tcp 172.18.0.2:9200: connect: connection refused
[36mfilebeat_1       |[0m 2019-06-11T06:17:01.250Z	INFO	pipeline/output.go:93	Attempting to reconnect to backoff(elasticsearch(http://elasticsearch:9200)) with 2 reconnect attempt(s)
[36mfilebeat_1       |[0m 2019-06-11T06:17:02.461Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595875-2049 Finished:false Fileinfo:0xc000296b60 Source:/var/lib/docker/containers/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a-json.log Offset:0 Timestamp:2019-06-11 06:16:52.371450011 +0000 UTC m=+0.120784492 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595875-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:17:02.462Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595845-2049 Finished:false Fileinfo:0xc0002969c0 Source:/var/lib/docker/containers/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47-json.log Offset:0 Timestamp:2019-06-11 06:16:52.368460548 +0000 UTC m=+0.117795027 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595845-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:17:02.463Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595840-2049 Finished:false Fileinfo:0xc000296820 Source:/var/lib/docker/containers/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3-json.log Offset:0 Timestamp:2019-06-11 06:16:52.360843299 +0000 UTC m=+0.110177777 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595840-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:17:02.464Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595801-2049 Finished:false Fileinfo:0xc000296680 Source:/var/lib/docker/containers/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af-json.log Offset:0 Timestamp:2019-06-11 06:16:52.402229146 +0000 UTC m=+0.151563623 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595801-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:17:06.288Z	ERROR	pipeline/output.go:100	Failed to connect to backoff(elasticsearch(http://elasticsearch:9200)): Get http://elasticsearch:9200: dial tcp 172.18.0.2:9200: connect: connection refused
[36mfilebeat_1       |[0m 2019-06-11T06:17:06.288Z	INFO	pipeline/output.go:93	Attempting to reconnect to backoff(elasticsearch(http://elasticsearch:9200)) with 3 reconnect attempt(s)
[36mfilebeat_1       |[0m 2019-06-11T06:17:06.289Z	INFO	[publisher]	pipeline/retry.go:166	retryer: send wait signal to consumer
[36mfilebeat_1       |[0m 2019-06-11T06:17:06.290Z	INFO	[publisher]	pipeline/retry.go:168	  done
[36mfilebeat_1       |[0m 2019-06-11T06:17:12.466Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595875-2049 Finished:false Fileinfo:0xc000296b60 Source:/var/lib/docker/containers/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a-json.log Offset:0 Timestamp:2019-06-11 06:16:52.371450011 +0000 UTC m=+0.120784492 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595875-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:17:12.467Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595845-2049 Finished:false Fileinfo:0xc0002969c0 Source:/var/lib/docker/containers/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47-json.log Offset:0 Timestamp:2019-06-11 06:16:52.368460548 +0000 UTC m=+0.117795027 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595845-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:17:12.467Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595840-2049 Finished:false Fileinfo:0xc000296820 Source:/var/lib/docker/containers/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3-json.log Offset:0 Timestamp:2019-06-11 06:16:52.360843299 +0000 UTC m=+0.110177777 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595840-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:17:12.468Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595801-2049 Finished:false Fileinfo:0xc000296680 Source:/var/lib/docker/containers/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af-json.log Offset:0 Timestamp:2019-06-11 06:16:52.402229146 +0000 UTC m=+0.151563623 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595801-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:17:20.855Z	ERROR	pipeline/output.go:100	Failed to connect to backoff(elasticsearch(http://elasticsearch:9200)): Get http://elasticsearch:9200: dial tcp 172.18.0.2:9200: connect: connection refused
[36mfilebeat_1       |[0m 2019-06-11T06:17:20.855Z	INFO	pipeline/output.go:93	Attempting to reconnect to backoff(elasticsearch(http://elasticsearch:9200)) with 4 reconnect attempt(s)
[36mfilebeat_1       |[0m 2019-06-11T06:17:20.855Z	INFO	[publisher]	pipeline/retry.go:189	retryer: send unwait-signal to consumer
[36mfilebeat_1       |[0m 2019-06-11T06:17:20.855Z	INFO	[publisher]	pipeline/retry.go:191	  done
[36mfilebeat_1       |[0m 2019-06-11T06:17:20.855Z	INFO	[publisher]	pipeline/retry.go:166	retryer: send wait signal to consumer
[36mfilebeat_1       |[0m 2019-06-11T06:17:20.856Z	INFO	[publisher]	pipeline/retry.go:168	  done
[36mfilebeat_1       |[0m 2019-06-11T06:17:21.779Z	INFO	elasticsearch/client.go:734	Attempting to connect to Elasticsearch version 7.1.1
[36mfilebeat_1       |[0m 2019-06-11T06:17:22.342Z	INFO	[monitoring]	log/log.go:144	Non-zero metrics in the last 30s	{"monitoring": {"metrics": {"beat":{"cpu":{"system":{"ticks":110,"time":{"ms":111}},"total":{"ticks":420,"time":{"ms":426},"value":0},"user":{"ticks":310,"time":{"ms":315}}},"handles":{"limit":{"hard":1048576,"soft":1048576},"open":14},"info":{"ephemeral_id":"0248b3e1-41d1-47a5-b4fc-13e186fb193a","uptime":{"ms":30088}},"memstats":{"gc_next":6597440,"memory_alloc":4080648,"memory_total":12455568,"rss":28663808}},"filebeat":{"events":{"active":210,"added":216,"done":6},"harvester":{"open_files":6,"running":6,"started":6}},"libbeat":{"config":{"module":{"running":0},"reloads":1},"output":{"read":{"bytes":724},"type":"elasticsearch","write":{"bytes":362}},"pipeline":{"clients":2,"events":{"active":210,"filtered":6,"published":210,"retry":100,"total":216}}},"registrar":{"states":{"current":5,"update":6},"writes":{"success":7,"total":7}},"system":{"cpu":{"cores":4},"load":{"1":3.44,"15":0.43,"5":0.95,"norm":{"1":0.86,"15":0.1075,"5":0.2375}}}}}}
[36mfilebeat_1       |[0m 2019-06-11T06:17:22.474Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595840-2049 Finished:false Fileinfo:0xc000296820 Source:/var/lib/docker/containers/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3-json.log Offset:0 Timestamp:2019-06-11 06:16:52.360843299 +0000 UTC m=+0.110177777 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595840-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:17:22.474Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595801-2049 Finished:false Fileinfo:0xc000296680 Source:/var/lib/docker/containers/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af-json.log Offset:0 Timestamp:2019-06-11 06:16:52.402229146 +0000 UTC m=+0.151563623 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595801-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:17:22.475Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595875-2049 Finished:false Fileinfo:0xc000296b60 Source:/var/lib/docker/containers/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a-json.log Offset:0 Timestamp:2019-06-11 06:16:52.371450011 +0000 UTC m=+0.120784492 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595875-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:17:22.475Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595845-2049 Finished:false Fileinfo:0xc0002969c0 Source:/var/lib/docker/containers/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47-json.log Offset:0 Timestamp:2019-06-11 06:16:52.368460548 +0000 UTC m=+0.117795027 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595845-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:17:32.476Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595845-2049 Finished:false Fileinfo:0xc0002969c0 Source:/var/lib/docker/containers/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47-json.log Offset:0 Timestamp:2019-06-11 06:16:52.368460548 +0000 UTC m=+0.117795027 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595845-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:17:32.477Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595840-2049 Finished:false Fileinfo:0xc000296820 Source:/var/lib/docker/containers/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3/6043812ad4e24368551a7858d3285a16052e1693c75af13e0892fa5a8e3c0aa3-json.log Offset:0 Timestamp:2019-06-11 06:16:52.360843299 +0000 UTC m=+0.110177777 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595840-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:17:32.477Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595801-2049 Finished:false Fileinfo:0xc000296680 Source:/var/lib/docker/containers/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af-json.log Offset:0 Timestamp:2019-06-11 06:16:52.402229146 +0000 UTC m=+0.151563623 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595801-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:17:32.478Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595875-2049 Finished:false Fileinfo:0xc000296b60 Source:/var/lib/docker/containers/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a-json.log Offset:0 Timestamp:2019-06-11 06:16:52.371450011 +0000 UTC m=+0.120784492 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595875-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:17:42.480Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595801-2049 Finished:false Fileinfo:0xc000296680 Source:/var/lib/docker/containers/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af/5622c4225c4ce4f8452afffcfb353ce685de7ee0005592575032b291321723af-json.log Offset:0 Timestamp:2019-06-11 06:16:52.402229146 +0000 UTC m=+0.151563623 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595801-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:17:42.480Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595875-2049 Finished:false Fileinfo:0xc000296b60 Source:/var/lib/docker/containers/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a/ddc55b03f13929f5a69486095710d34e2f17fb0b78f5a512b3a7c31c912a472a-json.log Offset:0 Timestamp:2019-06-11 06:16:52.371450011 +0000 UTC m=+0.120784492 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595875-2049}
[36mfilebeat_1       |[0m 2019-06-11T06:17:42.480Z	ERROR	[autodiscover]	cfgfile/list.go:96	Error creating runner from config: Can only start an input when all related states are finished: {Id:1595845-2049 Finished:false Fileinfo:0xc0002969c0 Source:/var/lib/docker/containers/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47/8adc1edb468ca582f4a39b6237d36f4e63bf0831f7172abf8127873caff89e47-json.log Offset:0 Timestamp:2019-06-11 06:16:52.368460548 +0000 UTC m=+0.117795027 TTL:-1ns Type:docker Meta:map[] FileStateOS:1595845-2049}
